# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 14:14:16 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
#
pl_name,pl_controv_flag,pl_orbper,pl_orbsmax,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
TOI-1899 b,0,29.02000000,0.158700,209.76780,209.76780,0.54000,0.118000,2.90,362,M0,3841.00,0.61,0.63,0.310,,4.67,7.400,3.9500
TOI-201 b,0,52.97818000,0.300000,133.48860,133.48860,,0.280000,,759,F6 V,6394.00,1.32,1.32,0.240,0.415,4.32,0.870,0.8100
TOI-201 b,0,52.97824000,,,,,,7.86,466,,6461.80,1.33,,,,4.35,,
TOI-2076 b,0,10.35575300,,,,,,48.12,672,,5149.60,0.77,,,,4.60,,
TOI-2076 b,0,10.35566000,0.063100,,,,,,870,K,5187.00,0.76,0.85,-0.032,-0.423,4.61,0.204,2.2440
TOI-2076 c,0,,0.088500,,,,,,734,K,5187.00,0.76,0.85,-0.032,-0.423,4.61,0.204,2.2440
TOI-2076 d,0,,0.113800,,,,,,648,K,5187.00,0.76,0.85,-0.032,-0.423,4.61,0.204,2.2440
TOI-216.01,0,34.55600000,0.206900,200.00000,200.00000,0.76000,0.029000,10.10,497,,5026.00,0.84,0.87,0.320,,4.66,,2.3800
TOI-216.01,0,34.55397000,,,,,,17.33,568,,5025.77,0.80,,,,4.66,,
TOI-216.02,0,17.08900000,0.129300,30.00000,30.00000,0.34000,0.132000,25.90,628,,5026.00,0.84,0.87,0.320,,4.66,,2.3800
TOI-216.02,0,17.06972300,,,,,,21.08,596,,5025.77,0.80,,,,4.66,,
TOI-220 b,0,10.69527600,,,,,,18.14,574,,5272.71,0.88,,,,3.99,,
TOI-220 b,0,10.69526400,0.089110,13.80000,13.80000,2.73000,0.032000,,805,K0 V,5298.00,0.86,0.82,-0.217,,4.37,10.100,1.8469
TOI-2202 b,0,11.91010000,0.095640,310.83618,310.83618,,0.042000,,,K8 V,5144.00,0.79,0.82,0.040,-0.401,4.55,7.480,
TOI-2202 b,0,11.92523300,,,,,,42.66,652,,5064.00,0.82,,,,4.54,,
TOI-2202 c,0,24.67440000,0.155440,117.27868,117.27868,,0.062200,,,K8 V,5144.00,0.79,0.82,0.040,-0.401,4.55,7.480,
TOI-2257 b,0,175.94458974,,,,,,0.08,135,,3446.00,0.33,,,,4.90,,
TOI-2257 b,0,35.18934600,0.145000,,,,0.496000,,256,M3,3430.00,0.31,0.33,-0.270,,4.97,,15.8000
TOI-2285 b,0,27.26952215,,,,,,1.60,287,,3546.00,0.46,,,,4.77,,
TOI-2285 b,0,27.26955000,0.136300,19.50000,19.50000,,0.300000,1.54,284,,3491.00,0.46,0.45,-0.050,-1.542,,,
TOI-237 b,0,5.43372900,,,,,,3.32,344,,3139.00,0.21,,,,5.05,,
TOI-237 b,0,5.43609800,0.034100,,,,0.000000,3.70,388,M4.5 V,3212.00,0.21,0.18,,-2.387,5.04,4.500,25.6000
TOI-2406 b,0,3.07685600,,,,,,6.70,410,,3163.00,0.20,,,,5.07,,
TOI-2406 b,0,3.07668960,0.022800,,,,0.260000,6.55,447,M4 V,3100.00,0.20,0.16,-0.380,0.531,5.04,,26.9000
TOI-251 b,0,4.93985000,,,,,,277.59,1041,,5862.00,0.96,,,,4.52,,
TOI-251 b,0,4.93777000,0.057410,317.83000,317.83000,,0.000000,,,,5875.00,0.88,1.04,-0.106,-0.080,4.56,0.180,
TOI-257 b,0,18.38818000,0.152800,43.86032,43.86032,0.65000,0.000000,186.00,1027,,6095.00,1.87,1.41,0.175,0.636,4.04,,0.3050
TOI-257 b,0,18.38518500,,,,,,211.32,972,,6382.70,1.77,,,,4.05,,
TOI-269 b,0,3.69751200,,,,,,19.20,534,,3607.00,0.40,,,,4.44,,
TOI-269 b,0,3.69771040,0.034500,8.80000,8.80000,2.28000,0.425000,19.00,531,M2 V,3514.00,0.40,0.39,-0.290,,4.83,,8.9800
TOI-270 b,0,3.36015380,0.031970,1.58000,1.58000,4.97000,0.034000,,581,M,3506.00,0.38,0.39,-0.200,-1.712,4.87,,7.2000
TOI-270 b,0,3.36008000,0.030600,,,,0.000000,,528,M3.0 V,3386.00,0.38,0.40,-0.170,-1.770,,,10.5000
TOI-270 b,0,3.36013700,,,,,,22.17,553,,3551.00,0.41,,,,4.84,,
TOI-270 c,0,5.66017200,0.047200,,,,0.000000,,424,M3.0 V,3386.00,0.38,0.40,-0.170,-1.770,,,10.5000
TOI-270 c,0,5.66055900,,,,,,14.00,538,,3551.00,0.37,,,,4.84,,
TOI-270 c,0,5.66057310,0.045260,6.15000,6.15000,2.60000,0.027000,,488,M,3506.00,0.38,0.39,-0.200,-1.712,4.87,,7.2000
TOI-270 d,0,11.38014000,0.073300,,,,0.000000,,340,M3.0 V,3386.00,0.38,0.40,-0.170,-1.770,,,10.5000
TOI-270 d,0,11.38025900,,,,,,4.36,369,,3551.00,0.41,,,,4.84,,
TOI-270 d,0,11.37957300,0.072100,4.78000,4.78000,2.72000,0.032000,,387,M,3506.00,0.38,0.39,-0.200,-1.712,4.87,,7.2000
TOI-3362 b,0,18.09547530,,,,,,28.49,643,,6509.80,1.80,,,,3.99,,
TOI-3362 b,0,18.09547000,0.153000,1598.35906,1598.35906,,0.815000,,,,6532.00,1.83,1.45,0.017,0.739,4.07,2.140,0.3310
TOI-421 b,0,5.19672000,0.056000,7.17000,7.17000,2.05000,0.163000,154.57,981,G9 V,5325.00,0.87,0.85,-0.020,,4.49,9.400,2.7200
TOI-421 c,0,16.06819000,0.118900,16.42000,16.42000,0.68500,0.152000,34.32,674,G9 V,5325.00,0.87,0.85,-0.020,,4.49,9.400,2.7200
TOI-421 c,0,16.06755900,,,,,,17.73,571,,5718.00,0.86,,,,4.36,,
TOI-431 b,0,0.49004700,0.011300,3.07000,3.07000,8.00000,0.000000,,1862,,4850.00,0.73,0.78,0.200,,4.60,,
TOI-431 b,0,0.49008900,,,,,,2120.28,1731,,4891.00,0.73,,,,4.62,,
TOI-431 c,0,4.84940000,0.052000,,2.83000,,0.000000,,867,,4850.00,0.73,0.78,0.200,,4.60,,
TOI-431 d,0,12.46106800,,,,,,26.78,633,,4891.00,0.73,,,,4.62,,
TOI-431 d,0,12.46103000,0.098000,9.90000,9.90000,1.36000,0.000000,,633,,4850.00,0.73,0.78,0.200,,4.60,,
TOI-451 b,0,1.85870300,0.028300,,,,0.000000,,1491,,5550.00,0.88,0.95,,-0.189,,0.120,1.8240
TOI-451 c,0,9.19252200,0.082300,,,,0.000000,,875,,5550.00,0.88,0.95,,-0.189,,0.120,1.8240
TOI-451 d,0,16.36498800,0.120800,,,,0.000000,,722,,5550.00,0.88,0.95,,-0.189,,0.120,1.8240
TOI-481 b,0,10.33111000,0.097000,486.27990,486.27990,,0.153000,,1370,G,5735.00,1.66,1.14,0.260,0.435,4.06,6.700,12.5200
TOI-481 b,0,10.33086600,,,,,,342.64,1097,,5760.00,1.73,,,,3.98,,
TOI-519 b,0,1.26523280,0.012000,4449.62000,4449.62000,,,,760,M3.5,3350.00,0.37,0.37,,,,,12.2000
TOI-519 b,0,1.26524500,,,,,,53.99,691,,3225.00,0.36,,,,5.00,,
TOI-530 b,0,6.38759700,0.052000,127.13136,127.13136,0.93000,0.000000,,565,M0.5 V,3659.00,0.54,0.53,0.376,-1.310,4.70,,4.2780
TOI-530 b,0,6.38756766,,,,,,14.26,496,,3688.00,0.54,,,,4.78,,
TOI-532 b,0,2.32681100,,,,,,89.33,784,,3946.00,0.61,,,,4.69,,
TOI-532 b,0,2.32665080,0.029600,61.50000,61.50000,1.72000,0.000000,94.10,867,,3927.00,0.61,0.64,0.338,-1.095,4.67,7.100,3.9200
TOI-540 b,0,1.23921100,,,,,,21.66,550,,3042.00,0.20,,,,4.44,,
TOI-540 b,0,1.23914910,0.012230,,,,0.000000,23.40,611,M V,3216.00,0.19,0.16,,-2.461,,1.100,
TOI-558 b,0,14.57407100,0.129100,1147.36055,1147.36055,3.50000,0.298000,,1061,F V,6466.00,1.50,1.35,-0.004,0.547,4.22,1.790,0.5680
TOI-558 b,0,14.57406660,,,,,,30.07,652,,6025.80,1.76,,,,4.00,,
TOI-559 b,0,6.98390720,,,,,,404.92,1249,,5972.00,1.21,,,,4.31,,
TOI-559 b,0,6.98390950,0.072300,1910.14873,1910.14873,5.74000,0.151000,,1180,G V,5925.00,1.23,1.03,-0.069,0.227,4.27,6.800,0.7740
TOI-561 b,0,0.44657800,0.010550,1.59000,1.59000,3.00000,0.000000,,,G9 V,5455.00,0.85,0.79,-0.330,,4.47,5.000,1.8090
TOI-561 b,0,0.44657300,0.010640,3.20000,3.20000,5.50000,0.000000,,2480,,5326.00,0.83,0.81,-0.410,-0.282,4.50,10.000,1.9500
TOI-561 b,0,0.44654700,,,,,,4628.63,2104,,5391.00,0.88,,,,4.53,,
TOI-561 c,0,10.77900000,0.088090,5.40000,5.40000,1.30000,0.060000,,,G9 V,5455.00,0.85,0.79,-0.330,,4.47,5.000,1.8090
TOI-561 c,0,10.78132700,,,,,,66.33,728,,5391.00,0.88,,,,4.53,,
TOI-561 c,0,10.77892000,0.088800,7.00000,7.00000,1.60000,0.000000,,860,,5326.00,0.83,0.81,-0.410,-0.282,4.50,10.000,1.9500
TOI-561 d,1,25.62000000,0.156900,11.95000,11.95000,4.10000,0.051000,,,G9 V,5455.00,0.85,0.79,-0.330,,4.47,5.000,1.8090
TOI-561 e,1,77.23000000,0.327400,16.00000,16.00000,4.60000,0.061000,,,G9 V,5455.00,0.85,0.79,-0.330,,4.47,5.000,1.8090
TOI-561 f,1,16.37165100,,,,,,38.00,633,,5391.00,0.88,,,,4.53,,
TOI-561 f,1,16.28700000,0.117400,3.00000,3.00000,1.30000,0.000000,,750,,5326.00,0.83,0.81,-0.410,-0.282,4.50,10.000,1.9500
TOI-564 b,0,1.65114400,0.027340,464.98529,464.98529,1.70000,0.072000,1423.00,1714,,5640.00,1.09,1.00,0.143,0.033,4.36,7.300,1.0950
TOI-564 b,0,1.65119900,,,,,,1452.32,1574,,5752.00,1.12,,,,4.47,,
TOI-628 b,0,3.40760000,,,,,,1052.90,1586,,6174.00,1.38,,,,4.23,,
TOI-628 b,0,3.40956750,0.048600,2011.86390,2011.86390,6.58000,0.072000,,1586,,6250.00,1.34,1.31,0.258,0.394,4.30,1.280,0.7620
TOI-640 b,0,5.00377200,,,,,,2498.75,1969,,6442.00,2.09,,,,3.91,,
TOI-640 b,0,5.00377750,0.066080,279.69040,279.69040,0.19500,0.050000,,1749,,6460.00,2.08,1.54,0.072,0.834,3.99,1.990,0.2400
TOI-674 b,0,1.97714300,0.025000,23.60000,23.60000,0.91000,0.000000,38.40,635,M2 V,3514.00,0.42,0.42,0.170,-1.614,4.81,,10.1400
TOI-674 b,0,1.97715100,,,,,,40.72,644,,3467.00,0.42,,,,4.88,,
TOI-677 b,0,11.23681800,,,,,,200.86,960,,6446.00,1.22,,,,4.38,,
TOI-677 b,0,11.23660000,0.103800,392.83788,392.83788,,0.435000,,1252,F8,6295.00,1.28,1.18,0.000,,4.29,2.920,0.8000
TOI-700 b,0,9.97702000,0.067700,,,,0.081000,5.00,417,,3461.00,0.42,0.41,-0.070,-1.635,4.80,,7.6800
TOI-700 b,0,9.97701000,0.063700,,,,0.032000,5.00,,M2 V,3480.00,0.42,0.42,-0.070,-1.633,4.81,1.500,8.0000
TOI-700 b,0,16.05120800,,,,,,1.32,298,,3482.00,0.42,,,,4.44,,
TOI-700 c,0,37.42481200,,,,,,2.74,328,,3482.00,1.00,,,,4.44,,
TOI-700 c,0,16.05111000,0.092900,,,,0.078000,2.66,356,,3461.00,0.42,0.41,-0.070,-1.635,4.80,,7.6800
TOI-700 c,0,16.05109800,0.092500,,,,0.033000,2.66,,M2 V,3480.00,0.42,0.42,-0.070,-1.633,4.81,1.500,8.0000
TOI-700 d,0,37.42475000,0.163300,,,,0.111000,0.85,269,,3461.00,0.42,0.41,-0.070,-1.635,4.80,,7.6800
TOI-700 d,0,37.42600000,0.163000,,,,0.032000,0.86,,M2 V,3480.00,0.42,0.42,-0.070,-1.633,4.81,1.500,8.0000
TOI-700 d,0,9.97674500,,,,,,15.99,510,,3482.00,1.00,,,,4.44,,
TOI-763 b,0,5.60570000,0.060000,9.79000,9.79000,4.51000,0.040000,,1038,G,5450.00,0.90,0.92,0.010,,4.45,,
TOI-763 b,0,5.60481300,,,,,,323.45,1082,,5767.00,1.13,,,,4.35,,
TOI-763 c,0,12.27370000,0.101100,9.32000,9.32000,2.82000,0.040000,,800,G,5450.00,0.90,0.92,0.010,,4.45,,
TOI-763 c,0,12.27633000,,,,,,113.71,833,,5767.00,1.13,,,,4.35,,
TOI-776 b,0,8.24661000,0.065200,4.00000,4.00000,3.40000,0.060000,11.50,514,M1 V,3709.00,0.54,0.54,-0.200,-1.310,4.73,7.800,6.0240
TOI-776 b,0,8.24339300,,,,,,12.44,479,,3806.00,0.55,,,,4.74,,
TOI-776 c,0,15.65568800,,,,,,5.29,387,,3806.00,0.55,,,,4.74,,
TOI-776 c,0,15.66530000,0.100000,5.30000,5.30000,3.50000,0.040000,4.90,415,M1 V,3709.00,0.54,0.54,-0.200,-1.310,4.73,7.800,6.0240
TOI-813 b,0,83.89110000,0.423000,,,,0.000000,23.10,610,G0 IV,5907.00,1.94,1.32,0.100,,3.86,3.730,0.2540
TOI-813 b,0,83.89786400,,,,,,16.50,561,,5823.70,2.04,,,,3.77,,
TOI-824 b,0,1.39293000,,,,,,454.86,1178,,4452.00,0.78,,,,4.50,,
TOI-824 b,0,1.39297800,0.021770,18.46700,18.46700,4.03000,,412.00,1253,K4 V,4600.00,0.69,0.71,-0.092,-0.710,4.61,7.500,2.9800
TOI-837 b,0,8.32487600,,,,,,218.74,981,,6513.00,1.03,,,,4.54,,
TOI-837 b,0,8.32487620,,,381.39600,,0.000000,,,G0/F9 V,6047.00,1.02,1.12,-0.069,,4.47,0.035,1.4000
TOI-849 b,0,0.76552414,0.015980,39.09000,39.09000,5.20000,0.000000,,,G,5373.80,0.92,0.93,0.190,,4.48,6.700,1.6850
TOI-849 b,0,0.76566000,,,,,,2314.06,1932,,5311.00,0.92,,,,4.47,,
TOI-892 b,0,10.62658400,,,,,,571.01,1361,,7723.00,1.35,,,,4.43,,
TOI-892 b,0,10.62656000,0.092000,301.93850,301.93850,,0.125000,,1397,F,6261.00,1.39,1.28,0.240,0.431,4.26,2.200,0.4820
TOI-905 b,0,3.73948900,,,,,,362.57,1113,,5565.00,0.96,,,,4.46,,
TOI-905 b,0,3.73949400,0.046660,211.99261,211.99261,0.51500,0.024000,337.00,1192,,5570.00,0.92,0.97,0.140,-0.137,4.50,3.400,1.7600
TOI-942 b,0,4.32765000,,,,,,261.86,1120,,4945.00,0.91,,,,4.43,,
TOI-942 b,0,4.32419000,0.047960,826.35800,826.35800,,0.000000,,,,4928.00,1.02,0.79,-0.221,-0.369,4.31,0.090,
TOI-942 b,0,4.32630000,0.049800,16.00000,16.00000,,0.285000,,,K2.5 V,4969.00,0.89,0.88,0.000,-0.359,,0.050,1.6340
TOI-942 c,0,10.16050000,0.088000,37.00000,37.00000,,0.175000,,,K2.5 V,4969.00,0.89,0.88,0.000,-0.359,,0.050,1.6340
TOI-942 c,0,10.15643000,0.084700,794.57500,794.57500,,0.000000,,,,4928.00,1.02,0.79,-0.221,-0.369,4.31,0.090,
TOI-954 b,0,3.68497290,0.049630,55.30242,55.30242,0.35000,0.140000,1393.00,1526,,5710.00,1.89,1.20,0.215,0.535,3.96,6.140,0.2490
TOI-954 b,0,3.68497000,,,,,,1260.27,1659,,5756.00,1.93,,,,3.88,,
TRAPPIST-1 b,0,1.51087081,0.011110,0.85000,0.85000,3.60000,0.081000,4.25,400,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 b,0,1.51084800,0.011110,,,,0.000000,4.25,400,,2550.00,0.12,0.08,0.040,-3.280,,0.500,70.9000
TRAPPIST-1 b,0,,0.011548,1.01700,1.01700,4.00000,0.006220,,,,,,0.09,,,,,
TRAPPIST-1 b,0,1.51082600,0.011540,1.37400,1.37400,5.44194,,4.15,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 b,0,,,,,,,,366,,,0.11,0.09,,,5.28,,84.5308
TRAPPIST-1 c,0,2.42182330,0.015210,1.38000,1.38000,6.45000,0.083000,2.27,342,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 c,0,2.42184800,0.015220,,,,0.000000,2.26,342,,2550.00,0.12,0.08,0.040,-3.280,,0.500,70.9000
TRAPPIST-1 c,0,2.42193700,0.015800,1.30800,1.30800,5.46399,,2.21,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 c,0,,,,,,,,315,,,0.11,0.09,,,5.28,,84.5308
TRAPPIST-1 c,0,,0.015815,1.15600,1.15600,4.87000,0.006540,,,,,,0.09,,,,,
TRAPPIST-1 d,0,4.04961000,0.021440,0.41000,0.41000,4.90000,0.070000,1.14,288,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 d,0,4.04921900,0.022270,0.38800,0.38800,4.36678,,1.11,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 d,0,,0.022280,0.29700,0.29700,3.40000,0.008370,,,,,,0.09,,,,,
TRAPPIST-1 e,0,6.10101300,0.029250,0.69200,0.69200,4.90160,,0.65,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 e,0,,0.029283,0.77200,0.77200,5.64600,0.005100,,,,,,0.09,,,,,
TRAPPIST-1 e,0,6.09961500,0.028170,0.62000,0.62000,4.40000,0.085000,0.66,251,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 f,0,,0.038534,0.93400,0.93400,4.50000,0.010070,,,,,,0.09,,,,,
TRAPPIST-1 f,0,9.20669000,0.037100,0.68000,0.68000,3.30000,0.063000,0.38,219,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 f,0,9.20754000,0.038490,1.03900,1.03900,5.02290,,0.37,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 g,0,12.35244600,0.046830,1.32100,1.32100,5.05599,,0.25,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 g,0,12.35294000,0.045100,1.34000,1.34000,5.20000,0.061000,0.26,199,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 g,0,,0.046877,1.14800,1.14800,4.18000,0.002080,,,,,,0.09,,,,,
TRAPPIST-1 h,0,18.77286600,0.061890,0.32600,0.32600,4.16278,,0.14,,,2566.00,0.12,0.09,,-3.257,5.24,,75.0500
TRAPPIST-1 h,0,20.00000000,0.063000,,,,,0.13,168,,2559.00,0.12,0.08,0.040,-3.281,,,71.5000
TRAPPIST-1 h,0,,0.061935,0.33100,0.33100,3.96000,0.005670,,,,,,0.09,,,,,
TRAPPIST-1 h,0,18.76700000,,,,,,0.17,173,,,0.11,0.09,,,5.28,,84.5308
TYC 0434-04538-1 b,0,193.20000000,0.660000,,1938.76300,,0.080000,,,,4679.00,9.99,1.04,-0.380,1.670,2.49,,
TYC 1422-614-1 b,0,198.40000000,0.690000,,794.50000,,0.060000,,,,4806.00,6.85,1.15,-0.200,1.350,2.85,5.890,
TYC 1422-614-1 c,0,559.30000000,1.370000,,3178.00000,,0.048000,,,,4806.00,6.85,1.15,-0.200,1.350,2.85,5.890,
TYC 3318-01333-1 b,0,562.00000000,1.414000,,1086.97860,,0.098000,,,,4776.00,5.90,1.19,-0.060,1.210,2.97,,
TYC 3667-1280-1 b,0,26.46800000,0.210000,,1716.28200,,0.036000,,1350,,5130.00,6.26,1.87,-0.080,1.380,3.11,1.350,
TYC 4282-00605-1 b,0,101.54000000,0.422000,,3426.20740,,0.280000,,,,4300.00,16.21,0.97,-0.070,1.910,2.00,10.100,
TYC 8998-760-1 b,0,,162.000000,4449.62000,4449.62000,,,,,K3 IV,4573.00,,1.00,,-0.339,,0.017,
TYC 8998-760-1 c,0,,320.000000,1906.98000,1906.98000,,,,1240,,,,1.00,,,,0.017,
Teegarden's Star b,0,4.91000000,0.025200,,1.05000,,0.000000,1.15,,M7.0 V,2904.00,0.11,0.09,-0.190,-3.137,,8.000,
Teegarden's Star c,0,11.40900000,0.044300,,1.11000,,0.000000,0.37,,M7.0 V,2904.00,0.11,0.09,-0.190,-3.137,,8.000,
TrES-1 b,0,3.03007280,0.039460,241.86863,241.86863,0.76200,,,1147,,5226.00,0.82,0.89,0.060,,4.56,3.400,2.2990
TrES-1 b,0,3.03006973,,,,,,,,,5242.82,0.86,0.90,0.041,-0.301,4.52,,2.0043
TrES-1 b,0,3.03006500,0.039250,238.99800,238.99800,0.76900,,,1140,,5230.00,0.81,0.88,0.020,-0.359,4.57,3.700,2.4000
TrES-1 b,0,3.03006500,0.039300,238.36000,238.36000,,,,,K0 V,5250.00,0.85,0.88,,,4.50,,
TrES-1 b,0,3.03006973,0.039260,221.52751,221.52751,0.71200,0.012000,,,,5230.00,0.81,0.88,0.020,,,3.700,
TrES-1 b,0,3.03007220,,,,,,,,,5242.82,0.86,0.90,0.041,-0.301,4.52,,2.0043
TrES-1 b,0,3.03007280,,,,,,,,,5242.82,0.86,0.90,0.041,-0.301,4.52,,2.0043
TrES-1 b,0,3.03007000,,266.97720,266.97720,,0.000000,,,,5230.00,0.85,1.04,0.020,,4.57,,2.3700
TrES-1 b,0,3.03007370,,,,,,,,,,0.81,0.89,,,,,
TrES-1 b,0,3.03007370,,,,,0.000000,,,,,0.82,0.87,,,,,
TrES-2 b,0,2.47062100,,380.76034,380.76034,,0.000000,,,,,1.00,0.98,,,,,
TrES-2 b,0,2.47061337,0.035550,,,0.93200,,,1455,,,0.96,,,,4.46,,1.5440
TrES-2 b,0,2.47061317,0.036000,,,,0.000000,,1394,,5814.00,1.06,0.99,,,4.38,6.500,
TrES-2 b,0,2.47061338,0.035400,,,,0.000000,761.46,1339,,5820.00,0.96,0.97,-0.060,,4.46,,1.8354
TrES-2 b,0,,,367.72931,367.72931,,0.003600,,,,,,0.94,-0.010,,,,
TrES-2 b,0,2.47061437,,398.24099,398.24099,0.89500,0.000000,,1466,,5795.00,1.00,1.05,0.060,,4.46,,
TrES-2 b,0,2.47061323,0.035670,383.30298,383.30298,0.88400,,,1466,,5850.00,0.96,0.99,-0.150,,4.47,3.400,1.5570
TrES-2 b,0,2.47062100,,380.76034,380.76034,,,,,,5850.00,1.00,0.98,,,,,
TrES-2 b,0,2.47061344,,380.74400,380.74400,,0.000000,,,,,0.94,0.98,,,,,
TrES-2 b,0,2.47063000,0.036700,406.82240,406.82240,,,,,G0 V,5960.00,1.00,1.08,,,4.40,,
TrES-2 b,0,,,,,,,903.86,,,5819.00,1.05,,,,,,
TrES-2 b,0,,,380.76034,380.76034,,,,,,5850.00,1.00,0.98,-0.150,,4.43,5.100,1.3750
TrES-2 b,0,2.47061010,,,,,,,,,5854.00,1.02,1.06,-0.030,0.038,4.45,,1.4203
TrES-2 b,0,2.47061339,,,,,,,,,5860.00,0.97,0.99,-0.100,,4.46,3.550,
TrES-2 b,0,2.47061339,0.035000,,,,0.000000,772.22,1344,,5850.00,0.95,0.94,-0.150,,4.46,,1.8318
TrES-2 b,0,2.47061320,0.035030,457.67520,457.67520,1.14000,,,,,5850.00,0.95,0.94,-0.150,,4.45,5.800,1.5300
TrES-2 b,0,2.47061340,,,,,0.000000,,,,5854.00,1.02,1.06,-0.030,0.038,4.45,,1.4203
TrES-2 b,0,2.47061338,,,,,,,,,5854.00,1.02,1.06,-0.030,0.038,4.45,,1.4203
TrES-2 b,0,2.47061010,0.036350,398.24099,398.24099,0.83100,,,1467,,5795.00,1.00,1.05,0.060,,4.46,2.500,1.4690
TrES-2 b,0,2.47063000,0.035560,381.10000,381.10000,0.77000,0.000000,,,,5854.00,1.02,1.06,-0.030,0.038,4.45,,1.4203
TrES-2 b,0,2.47063000,0.035580,381.39600,381.39600,0.81300,,,1498,,5850.00,1.00,0.98,,0.025,,,
TrES-2 b,0,2.47061317,0.036700,380.44251,380.44251,0.80000,,,1470,,5850.00,1.00,0.98,-0.150,,4.43,,
TrES-2 b,0,2.47061892,0.035630,382.03166,382.03166,0.89100,0.018000,,,,5850.00,0.95,0.99,-0.150,-0.023,4.40,3.100,1.6300
TrES-2 b,0,2.47061320,0.036700,457.67520,457.67520,2.42000,0.000200,,1472,,5850.00,,,-0.150,,4.43,,
TrES-2 b,0,2.47061339,0.035000,,,,0.000000,772.22,1344,,5850.00,0.95,0.94,-0.150,,4.46,,1.8318
TrES-2 b,0,2.47061339,0.035000,,,,0.000000,772.22,1344,,5850.00,0.95,0.94,-0.150,,4.46,,1.8318
TrES-2 b,0,2.47061338,,,,,,,,,5854.00,1.02,1.06,-0.030,0.038,4.45,,1.4203
TrES-2 b,0,2.47061337,0.035570,385.20996,385.20996,0.82000,0.002800,,,,5850.00,1.00,0.98,0.150,,,5.000,
TrES-2 b,0,2.47063000,,473.56670,473.56670,,0.000000,,,,5850.00,1.12,1.36,-0.150,,4.43,,1.3800
TrES-3 b,0,1.30618700,0.022760,603.55917,603.55917,1.05000,,,1638,,5650.00,0.82,0.92,-0.190,,4.57,1.000,2.3220
TrES-3 b,0,1.30618640,0.022830,607.05530,607.05530,1.14380,,,1630,,5650.00,0.82,0.93,-0.190,,4.58,0.100,2.3950
TrES-3 b,0,,,513.29545,513.29545,,0.170000,,,,,,0.93,-0.200,,,,
TrES-3 b,0,1.30619000,0.022600,610.23360,610.23360,,,,,G4 V,5720.00,0.80,0.90,,,4.60,,
TrES-3 b,0,1.30619000,0.022720,615.95454,615.95454,1.06500,,,1623,,5650.00,0.81,0.92,-0.190,-0.228,4.58,0.600,2.4700
TrES-3 b,0,1.30618581,0.022820,607.03000,607.03000,0.99400,0.000000,,,,5650.00,0.83,0.93,,-0.204,,,
TrES-3 b,0,1.30618619,,,,,,,,,5489.00,0.82,0.96,-0.240,-0.260,4.59,,2.4582
TrES-3 b,0,1.30618648,0.022840,572.41183,572.41183,0.91700,0.043000,,,,5650.00,0.83,0.93,0.190,,,0.900,
TrES-3 b,0,1.30618608,,607.03000,607.03000,,0.000000,,,,,0.82,0.93,,,,,
TrES-4 b,0,3.55395000,,247.90740,247.90740,,0.000000,,,,6200.00,1.66,1.08,0.140,,4.06,,0.3300
TrES-4 b,0,,,267.93069,267.93069,,0.015000,,,,,,1.34,0.140,,,,
